,time (s),Channel 1 (V),Channel 2 (V)
528,-0.014639999999999999,1.16,0.66
529,-0.01462,1.16,0.66
530,-0.0146,1.18,0.66
531,-0.01458,1.18,0.66
532,-0.01456,1.18,0.66
533,-0.014539999999999999,1.2,0.66
534,-0.01452,1.2,0.68
535,-0.014499999999999999,1.2,0.68
536,-0.01448,1.22,0.68
537,-0.014459999999999999,1.22,0.68
538,-0.01444,1.24,0.68
539,-0.014419999999999999,1.24,0.7000000000000001
540,-0.0144,1.24,0.7000000000000001
541,-0.014379999999999999,1.26,0.7000000000000001
542,-0.01436,1.26,0.72
543,-0.014339999999999999,1.26,0.72
544,-0.01432,1.28,0.72
545,-0.014299999999999998,1.28,0.74
546,-0.01428,1.28,0.74
547,-0.01426,1.3,0.74
548,-0.01424,1.3,0.74
549,-0.01422,1.3,0.74
550,-0.014199999999999999,1.3,0.76
551,-0.01418,1.32,0.76
552,-0.014159999999999999,1.32,0.76
553,-0.01414,1.34,0.78
554,-0.014119999999999999,1.34,0.78
555,-0.0141,1.34,0.78
556,-0.014079999999999999,1.36,0.8
557,-0.01406,1.36,0.8
558,-0.014039999999999999,1.36,0.8
559,-0.01402,1.3800000000000001,0.8200000000000001
560,-0.013999999999999999,1.3800000000000001,0.8200000000000001
561,-0.01398,1.3800000000000001,0.8200000000000001
562,-0.013959999999999998,1.4000000000000001,0.84
563,-0.01394,1.4000000000000001,0.84
564,-0.01392,1.4000000000000001,0.84
565,-0.0139,1.4000000000000001,0.84
566,-0.01388,1.42,0.86
567,-0.013859999999999999,1.42,0.86
568,-0.01384,1.42,0.86
569,-0.013819999999999999,1.44,0.88
570,-0.0138,1.44,0.88
571,-0.013779999999999999,1.44,0.88
572,-0.01376,1.44,0.9
573,-0.013739999999999999,1.44,0.9
574,-0.01372,1.46,0.9
575,-0.013699999999999999,1.46,0.9
576,-0.01368,1.46,0.9
577,-0.013659999999999999,1.46,0.92
578,-0.01364,1.48,0.92
579,-0.013619999999999998,1.48,0.92
