,time (s),Channel 1 (V),Channel 2 (V)
495,3.4000000000000013e-06,-1.8800000000000001,-1.72
496,3.440000000000001e-06,-1.8800000000000001,-1.72
497,3.4800000000000006e-06,-1.8800000000000001,-1.68
498,3.52e-06,-1.8800000000000001,-1.68
499,3.560000000000003e-06,-1.8800000000000001,-1.68
500,3.600000000000003e-06,-1.8800000000000001,-1.68
501,3.6400000000000024e-06,-1.8800000000000001,-1.6400000000000001
502,3.680000000000002e-06,-1.8800000000000001,-1.6400000000000001
503,3.7200000000000017e-06,-1.8800000000000001,-1.6400000000000001
504,3.7600000000000013e-06,-1.8800000000000001,-1.6
505,3.800000000000001e-06,-1.8800000000000001,-1.6
506,3.8400000000000005e-06,-1.8800000000000001,-1.6
507,3.88e-06,-1.8800000000000001,-1.56
508,3.920000000000003e-06,-1.8800000000000001,-1.56
509,3.960000000000003e-06,-1.8800000000000001,-1.56
510,4.000000000000002e-06,-1.8800000000000001,-1.52
511,4.040000000000002e-06,-1.8800000000000001,-1.52
512,4.080000000000002e-06,-1.8800000000000001,-1.52
513,4.120000000000001e-06,-1.8800000000000001,-1.48
514,4.160000000000001e-06,-1.8800000000000001,-1.48
515,4.2000000000000004e-06,-1.8800000000000001,-1.48
516,4.24e-06,-1.8800000000000001,-1.44
517,4.280000000000003e-06,-1.8800000000000001,-1.44
518,4.320000000000003e-06,-1.8800000000000001,-1.44
519,4.360000000000002e-06,-1.8800000000000001,-1.44
520,4.400000000000002e-06,-1.8800000000000001,-1.4000000000000001
521,4.4400000000000015e-06,-1.8800000000000001,-1.4000000000000001
522,4.480000000000001e-06,-1.8800000000000001,-1.4000000000000001
523,4.520000000000001e-06,-1.8800000000000001,-1.36
524,4.56e-06,-1.8800000000000001,-1.36
525,4.6e-06,-1.8800000000000001,-1.36
526,4.640000000000003e-06,-1.8800000000000001,-1.36
527,4.680000000000003e-06,-1.8800000000000001,-1.32
528,4.720000000000002e-06,-1.8800000000000001,-1.32
529,4.760000000000002e-06,-1.8800000000000001,-1.32
530,4.8000000000000015e-06,-1.8800000000000001,-1.28
531,4.840000000000001e-06,-1.8800000000000001,-1.28
532,4.880000000000001e-06,-1.8800000000000001,-1.28
533,4.92e-06,-1.8800000000000001,-1.28
534,4.96e-06,-1.8800000000000001,-1.24
535,5.000000000000003e-06,-1.8800000000000001,-1.24
536,5.0400000000000026e-06,-1.8800000000000001,-1.24
537,5.080000000000002e-06,-1.8800000000000001,-1.2
538,5.120000000000002e-06,-1.8800000000000001,-1.2
539,5.160000000000001e-06,-1.8800000000000001,-1.2
540,5.200000000000001e-06,-1.8800000000000001,-1.2
541,5.240000000000001e-06,-1.8800000000000001,-1.16
542,5.28e-06,-1.8800000000000001,-1.16
543,5.320000000000003e-06,-1.8800000000000001,-1.16
544,5.360000000000003e-06,-1.8800000000000001,-1.16
545,5.4000000000000025e-06,-1.8800000000000001,-1.12
546,5.440000000000002e-06,-1.8800000000000001,-1.12
547,5.480000000000002e-06,-1.8800000000000001,-1.12
548,5.520000000000001e-06,-1.8800000000000001,-1.08
549,5.560000000000001e-06,-1.8800000000000001,-1.08
550,5.600000000000001e-06,-1.8800000000000001,-1.08
551,5.64e-06,-1.8800000000000001,-1.08
552,5.680000000000003e-06,-1.8800000000000001,-1.04
553,5.720000000000003e-06,-1.8800000000000001,-1.04
554,5.7600000000000024e-06,-1.8800000000000001,-1.04
555,5.800000000000002e-06,-1.8800000000000001,-1.04
556,5.840000000000002e-06,-1.8800000000000001,-1.0
557,5.880000000000001e-06,-1.8800000000000001,-1.0
558,5.920000000000001e-06,-1.8800000000000001,-1.0
559,5.9600000000000005e-06,-1.8800000000000001,-1.0
560,6e-06,-1.8800000000000001,-1.0
561,6.040000000000003e-06,-1.8800000000000001,-0.96
562,6.080000000000003e-06,-1.8800000000000001,-0.96
563,6.120000000000002e-06,-1.8800000000000001,-0.96
564,6.160000000000002e-06,-1.8800000000000001,-0.96
565,6.200000000000002e-06,-1.8800000000000001,-0.92
